qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
62.0,Yes,Very often,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,13.0,No,No,No,No,No,No,No,No,No,Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,5.0,13000.0,19000.0,17000.0,33.0,Married,3.0,Undergraduate degree,Hispanic,"$95,000 - $110,000",Male
63.0,Yes,Almost never,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree,6.0,No,No,No,Yes,Yes,No,No,Yes,No,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,7.0,16000.0,20000.0,17000.0,32.0,Single,,Graduate degree,Caucasian,"Over $110,000",Female
64.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,4.0,No,No,No,Yes,Yes,Yes,No,No,Yes,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,No,,,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,4.0,19000.0,26000.0,24000.0,52.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
65.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,6.0,No,No,No,No,Yes,No,No,No,No,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,1.0,6000.0,11000.0,8000.0,42.0,Married,2.0,Graduate degree,Caucasian,"$50,000 - $65,000",Male
66.0,Yes,Very often,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,15.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Neutral,Agree,Disagree,Neutral,Neutral,No,,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,5.0,8000.0,12000.0,10000.0,29.0,Divorced,1.0,Some college,Black,"$65,000 - $80,000",Male
67.0,Yes,Often,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,7.0,No,No,No,Yes,No,No,No,No,No,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,5.0,13000.0,18000.0,16000.0,35.0,Married,2.0,Some college,Caucasian,"$65,000 - $80,000",Male
68.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,10.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Disagree,Neutral,Strongly Agree,Disagree,Agree,Disagree,5.0,13000.0,19000.0,17000.0,21.0,Divorced,1.0,Some college,Hispanic,"$80,000 - $95,000",Female
69.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,5.0,Yes,No,Yes,No,Yes,No,No,Yes,No,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,3.0,15000.0,21000.0,19000.0,35.0,Married,2.0,Graduate degree,Black,"Over $110,000",Female
70.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,8.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,5.0,18000.0,21000.0,18000.0,35.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
71.0,Yes,Very often,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Neutral,9.0,No,No,Yes,No,No,Yes,Yes,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,5.0,11000.0,18000.0,16000.0,35.0,Married,3.0,Graduate degree,Caucasian,"Over $110,000",Male
72.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,8.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,5.0,12000.0,17000.0,15000.0,34.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
73.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,1.0,No,No,No,No,Yes,No,No,No,No,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,3.0,5000.0,10000.0,8000.0,54.0,Single,,Other,Other,"$35,000 - $50,000",Male
74.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,5.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Yes,Yes,A great deal better,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,7.0,14000.0,19000.0,16000.0,22.0,Single,,Some college,Black,"$80,000 - $95,000",Male
75.0,Yes,Occasionally,Disagree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,12.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,4.0,10000.0,14000.0,12000.0,30.0,Married,1.0,Graduate degree,Black,"Over $110,000",Male
76.0,Yes,Never,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,1.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,No,,,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,3.0,8000.0,14000.0,13000.0,47.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
77.0,Yes,Occasionally,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Strongly Disagree,Disagree,9.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,No,,,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,7.0,20000.0,25000.0,24000.0,49.0,Single,,Some college,Asian,"$80,000 - $95,000",Male
78.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,2.0,No,No,No,No,Yes,Yes,No,No,No,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,6.0,13000.0,17000.0,15000.0,34.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
79.0,Yes,Often,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,10.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,No,,,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Disagree,5.0,23000.0,26000.0,24000.0,40.0,Married,1.0,Graduate degree,Caucasian,"Over $110,000",Male
80.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Disagree,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,No,,,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,5.0,12000.0,18000.0,16000.0,37.0,Married,1.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
81.0,Yes,Often,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,6.0,Yes,No,Yes,Yes,Yes,No,No,No,No,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,4.0,22000.0,27000.0,25000.0,43.0,Married,1.0,Graduate degree,Black,"Over $110,000",Male
82.0,Yes,Often,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,9.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,No,,,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,4.0,11000.0,15000.0,13000.0,32.0,Married,0.0,Other,Caucasian,"Over $110,000",Male
83.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,6.0,Yes,No,No,No,No,Yes,No,No,No,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Agree,Agree,Disagree,Disagree,Neutral,Strongly Disagree,3.0,6000.0,10000.0,7000.0,33.0,Married,4.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
84.0,Yes,Very often,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,10.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,2.0,15000.0,18000.0,16000.0,30.0,Divorced,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
85.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Agree,Disagree,1.0,No,No,No,Yes,No,No,No,No,No,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,5.0,17000.0,22000.0,19000.0,25.0,Married,3.0,Graduate degree,Caucasian,"Over $110,000",Male
86.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,8.0,No,No,No,No,No,Yes,No,No,No,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,1.0,19000.0,22000.0,20000.0,42.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
87.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,No,Yes,No,No,No,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,No,,,Neutral,Agree,Disagree,Neutral,Agree,Agree,1.0,8000.0,11000.0,9000.0,23.0,Divorced,2.0,Some college,Caucasian,"$80,000 - $95,000",Male
88.0,Yes,Very often,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,10.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,No,,,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,1.0,4000.0,10000.0,8000.0,30.0,Married,3.0,Some college,Caucasian,"$35,000 - $50,000",Male
89.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,6.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,4.0,17000.0,23000.0,21000.0,47.0,Divorced,0.0,Graduate degree,Caucasian,"Over $110,000",Female
90.0,Yes,Occasionally,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,7.0,No,No,No,Yes,No,No,No,No,No,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,No,,,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,4.0,17000.0,21000.0,19000.0,44.0,Married,1.0,Graduate degree,Asian,"Over $110,000",Male
91.0,Yes,Very often,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,13.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,4.0,14000.0,19000.0,17000.0,35.0,Married,1.0,Graduate degree,Black,"$95,000 - $110,000",Male
92.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,10.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,4.0,7000.0,14000.0,12000.0,40.0,Single,,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
93.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,10.0,No,No,No,Yes,Yes,No,No,No,Yes,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,3.0,12000.0,17000.0,13000.0,34.0,Married,4.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
94.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,5.0,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,Yes,Much better,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,2.0,,10000.0,6000.0,29.0,Single,,Less than high school,Black,"Under $35,000",Female
95.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,1.0,No,No,No,Yes,No,No,No,No,No,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Yes,Yes,Somewhat better,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,7.0,16000.0,20000.0,16000.0,25.0,Married,4.0,Other,Caucasian,"Over $110,000",Male
96.0,Yes,Often,Neutral,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,11.0,No,No,No,No,No,Yes,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Just a bit better,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,3.0,10000.0,14000.0,10000.0,36.0,Divorced,0.0,Some college,Caucasian,"$80,000 - $95,000",Male
97.0,Yes,Almost never,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,No,,,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,1.0,9000.0,13000.0,11000.0,43.0,Divorced,2.0,Some college,Caucasian,"$95,000 - $110,000",Male
98.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,7.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Much better,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,3.0,12000.0,17000.0,14000.0,61.0,Single,,Less than high school,Caucasian,"$50,000 - $65,000",Male
99.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,10.0,No,No,No,No,Yes,No,No,No,No,Agree,Neutral,Neutral,Disagree,Neutral,Agree,No,,,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,8.0,,10000.0,7000.0,37.0,Single,,High school,Black,"$50,000 - $65,000",Male
100.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,1.0,No,No,Yes,No,No,Yes,No,No,No,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Agree,Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,6.0,7000.0,11000.0,9000.0,42.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
101.0,Yes,Often,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,9.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,1.0,11000.0,18000.0,15000.0,28.0,Single,,High school,Black,"$50,000 - $65,000",Male
102.0,Yes,Occasionally,Disagree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Neutral,7.0,No,No,No,Yes,No,No,No,No,Yes,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,No,,,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,3.0,10000.0,14000.0,12000.0,37.0,Divorced,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
103.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,6.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,No,,,Disagree,Agree,Disagree,Strongly Agree,Neutral,Disagree,6.0,22000.0,26000.0,24000.0,31.0,Married,2.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
104.0,Yes,Almost never,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5.0,Yes,No,No,No,Yes,Yes,No,No,No,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Yes,Yes,A great deal better,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,1.0,1000.0,10000.0,6000.0,51.0,Separated,1.0,High school,Caucasian,"$35,000 - $50,000",Female
105.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,6.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,7.0,5000.0,10000.0,8000.0,35.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
106.0,Yes,Almost never,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,4.0,4000.0,10000.0,9000.0,44.0,Single,,Some college,Caucasian,"$95,000 - $110,000",Male
107.0,Yes,Occasionally,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,No,No,Yes,Yes,No,No,No,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Yes,Yes,A great deal better,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,2.0,17000.0,23000.0,20000.0,33.0,Single,,Some college,Black,"$65,000 - $80,000",Male
108.0,Yes,Never,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Agree,5.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Strongly Disagree,Disagree,Neutral,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,4.0,1000.0,10000.0,8000.0,33.0,Married,0.0,Other,Caucasian,"Under $35,000",Female
109.0,Yes,Occasionally,Neutral,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,No,No,Yes,Yes,No,Yes,No,Disagree,Agree,Neutral,Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,8.0,11000.0,15000.0,13000.0,23.0,Single,,High school,Caucasian,"$65,000 - $80,000",Male
110.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,7.0,No,No,Yes,Yes,Yes,Yes,No,No,No,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,4.0,2000.0,10000.0,7000.0,34.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
111.0,Yes,Never,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,3.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,No,,,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,1.0,18000.0,24000.0,23000.0,38.0,Divorced,2.0,Some college,Caucasian,"$80,000 - $95,000",Male
112.0,Yes,Very often,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,9.0,No,No,Yes,No,No,No,No,No,No,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Yes,No,,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,1.0,9000.0,14000.0,11000.0,34.0,Married,0.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
113.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,8.0,No,No,No,No,Yes,Yes,No,Yes,No,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,3.0,6000.0,12000.0,10000.0,47.0,Divorced,1.0,Some college,Caucasian,"$95,000 - $110,000",Male
114.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,4.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,No,,,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,1.0,13000.0,20000.0,18000.0,41.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
115.0,Yes,Occasionally,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Strongly Agree,5.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,5.0,5000.0,10000.0,8000.0,38.0,Divorced,0.0,High school,Asian,"$65,000 - $80,000",Male
116.0,Yes,Almost never,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,No,No,No,No,No,No,No,Neutral,Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,2.0,17000.0,20000.0,18000.0,35.0,Married,2.0,Undergraduate degree,Hispanic,"$80,000 - $95,000",Female
117.0,Yes,Never,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,6.0,No,No,No,No,No,No,No,No,No,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,6.0,4000.0,10000.0,8000.0,32.0,Single,,Less than high school,Caucasian,"$35,000 - $50,000",Male
118.0,Yes,Occasionally,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,11.0,No,No,No,No,No,No,No,No,No,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,1.0,9000.0,15000.0,14000.0,45.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
119.0,Yes,Very often,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,10.0,No,No,Yes,Yes,Yes,No,No,No,No,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,1.0,8000.0,13000.0,11000.0,32.0,Married,1.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
